Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.000044000000000,0,0x3A,0x00,Write,ACK
0.000076250000000,0,0x3A,0x02,Write,ACK
0.000108250000000,0,0x3A,0x44,Write,ACK
0.000140000000000,0,0x3A,0x40,Write,ACK
0.000172000000000,0,0x3A,0x40,Write,ACK
0.000205250000000,0,0x3A,0x05,Write,ACK
0.000300750000000,1,0x0B,0x75,Read,ACK
0.000332750000000,1,0x0B,0x40,Read,ACK
0.000364750000000,1,0x0B,0x40,Read,ACK
0.000396500000000,1,0x0B,0x06,Read,ACK
0.000428500000000,1,0x0B,0x08,Read,ACK
0.000524250000000,2,0x52,0x95,Write,ACK
0.000556000000000,2,0x52,0x9C,Write,ACK
0.000588000000000,2,0x52,0x73,Write,ACK
0.000619750000000,2,0x52,0x02,Write,ACK
0.000651750000000,2,0x52,0x72,Write,ACK
0.000683500000000,2,0x52,0x20,Write,ACK
0.000715500000000,2,0x52,0x0B,Write,ACK
0.000747500000000,2,0x52,0xAA,Write,ACK
0.000779250000000,2,0x52,0xAA,Write,ACK
0.000811250000000,2,0x52,0x28,Write,ACK
0.000843000000000,2,0x52,0x30,Write,ACK
0.000875000000000,2,0x52,0x40,Write,ACK
0.000906750000000,2,0x52,0x87,Write,ACK
0.000938750000000,2,0x52,0xC2,Write,ACK
0.000970750000000,2,0x52,0x25,Write,ACK
0.001002500000000,2,0x52,0x30,Write,ACK
0.001034500000000,2,0x52,0x26,Write,ACK
0.001066250000000,2,0x52,0x47,Write,ACK
0.002935250000000,3,0x3A,0x0B,Write,ACK
0.002967250000000,3,0x3A,0x18,Write,ACK
0.003952750000000,4,0x3A,0x0A,Write,ACK
0.003985000000000,4,0x3A,0x0C,Write,ACK
0.004932250000000,5,0x3A,0x0B,Write,ACK
0.004964250000000,5,0x3A,0x18,Write,ACK
0.005930000000000,6,0x3A,0x0B,Write,ACK
0.005962000000000,6,0x3A,0x18,Write,ACK
0.006938000000000,7,0x3A,0x03,Write,ACK
0.006969750000000,7,0x3A,0x40,Write,ACK
0.007933750000000,8,0x3A,0x0A,Write,ACK
0.007965750000000,8,0x3A,0x0C,Write,ACK
0.008937750000000,9,0x3A,0x04,Write,ACK
0.008969750000000,9,0x3A,0x05,Write,ACK
0.009933000000000,10,0x3A,0x1E,Write,ACK
0.009965000000000,10,0x3A,0x26,Write,ACK
0.010932500000000,11,0x3A,0x1E,Write,ACK
0.010964250000000,11,0x3A,0x26,Write,ACK
0.011933250000000,12,0x3A,0x1E,Write,ACK
0.011965250000000,12,0x3A,0x27,Write,ACK
0.012936500000000,13,0x3A,0x12,Write,ACK
0.012968500000000,13,0x3A,0x72,Write,ACK
0.013940250000000,14,0x3A,0x1E,Write,ACK
0.013972250000000,14,0x3A,0x27,Write,ACK
0.015936000000000,17,0x3A,0x1B,Write,ACK
0.015968000000000,17,0x3A,0xC2,Write,ACK
0.016935250000000,18,0x3A,0x04,Write,ACK
0.016967250000000,18,0x3A,0x05,Write,ACK
0.017938000000000,19,0x3A,0x0C,Write,ACK
0.017970000000000,19,0x3A,0x85,Write,ACK
0.018941750000000,20,0x3A,0x1A,Write,ACK
0.018973500000000,20,0x3A,0x8F,Write,ACK
0.020002250000000,21,0x3A,0x05,Write,ACK
0.020034500000000,21,0x3A,0x29,Write,ACK
0.020946750000000,22,0x3A,0x19,Write,ACK
0.020978750000000,22,0x3A,0x00,Write,ACK
0.021936500000000,23,0x3A,0x01,Write,ACK
0.021968250000000,23,0x3A,0x04,Write,ACK
0.022939750000000,24,0x3A,0x02,Write,ACK
0.022971500000000,24,0x3A,0x40,Write,ACK
0.023957750000000,25,0x3A,0x08,Write,ACK
0.023990000000000,25,0x3A,0x61,Write,ACK
0.024939750000000,26,0x3A,0x09,Write,ACK
0.024971500000000,26,0x3A,0x40,Write,ACK
0.025937750000000,27,0x3A,0x03,Write,ACK
0.025969750000000,27,0x3A,0x42,Write,ACK
0.026953000000000,28,0x3A,0x01,Write,ACK
0.026985250000000,28,0x3A,0x05,Write,ACK
0.027943000000000,29,0x3A,0x1E,Write,ACK
0.027975000000000,29,0x3A,0xA7,Write,ACK
0.028946750000000,30,0x3A,0x11,Write,ACK
0.028979000000000,30,0x3A,0x02,Write,ACK
0.030722250000000,31,0x3A,0x12,Write,ACK
